date,value,group
2002-12-04,1.0018,A
2002-12-05,0.9991,A
2002-12-06,1.0006,A
2002-12-09,1.0093,A
2002-12-10,1.0111,A
2002-12-11,1.0067,A
2002-12-12,1.0156,A
2002-12-13,1.0221,A
2002-12-16,1.0212,A
2002-12-17,1.0307,A
2002-12-18,1.024,A
2002-12-19,1.0273,A
2002-12-20,1.0255,A
2002-12-23,1.0282,A
2002-12-24,1.0296,A
2002-12-27,1.0376,A
2002-12-30,1.0422,A
2002-12-31,1.0487,A
2003-01-02,1.0446,A
2003-01-03,1.0392,A
2003-01-06,1.0488,A
2003-01-07,1.0425,A
2003-01-08,1.0377,A
2003-01-09,1.0507,A
2003-01-10,1.0503,A
2003-01-13,1.0549,A
2003-01-14,1.0577,A
2003-01-15,1.0526,A
2003-01-16,1.0564,A
2003-01-17,1.0652,A
2003-01-20,1.0653,A
2003-01-21,1.0653,A
2003-01-22,1.0718,A
2003-01-23,1.0757,A
2003-01-24,1.0784,A
2003-01-27,1.087,A
2003-01-28,1.0808,A
2003-01-29,1.0868,A
2003-01-30,1.0748,A
2003-01-31,1.0816,A
2003-02-03,1.0729,A
2003-02-04,1.0822,A
2003-02-05,1.091,A
2003-02-06,1.0813,A
2003-02-07,1.0789,A
2003-02-10,1.0808,A
2003-02-11,1.0706,A
2003-02-12,1.0731,A
2003-02-13,1.0758,A
2003-02-14,1.0793,A
2003-02-17,1.0716,A
2003-02-18,1.0714,A
2003-02-19,1.0717,A
2003-02-20,1.0763,A
2003-02-21,1.0838,A
2003-02-24,1.0721,A
2003-02-25,1.0774,A
2003-02-26,1.0753,A
2003-02-27,1.0822,A
2003-02-28,1.0782,A
2003-03-03,1.08,A
2003-03-04,1.0919,A
2003-03-05,1.0966,A
2003-03-06,1.0963,A
2003-03-07,1.1039,A
2003-03-10,1.1042,A
2003-03-11,1.108,A
2003-03-12,1.1028,A
2003-03-13,1.0864,A
2003-03-14,1.0775,A
2003-03-17,1.0801,A
2003-03-18,1.0586,A
2003-03-19,1.057,A
2003-03-20,1.0592,A
2003-03-21,1.0572,A
2003-03-24,1.0634,A
2003-03-25,1.0691,A
2003-03-26,1.0667,A
2003-03-27,1.0723,A
2003-03-28,1.073,A
2003-03-31,1.0895,A
2003-04-01,1.0891,A
2003-04-02,1.083,A
2003-04-03,1.0702,A
2003-04-04,1.072,A
2003-04-07,1.0582,A
2003-04-08,1.066,A
2003-04-09,1.0742,A
2003-04-10,1.0805,A
2003-04-11,1.0735,A
2003-04-14,1.0737,A
2003-04-15,1.0784,A
2003-04-16,1.0836,A
2003-04-17,1.092,A
2003-04-22,1.0971,A
2003-04-23,1.0944,A
2003-04-24,1.1008,A
2003-04-25,1.0973,A
2003-04-28,1.1025,A
2003-04-29,1.0956,A
2003-04-30,1.1131,A
2003-05-02,1.1239,A
2003-05-05,1.1218,A
2003-05-06,1.1344,A
2003-05-07,1.1427,A
2003-05-08,1.1435,A
2003-05-09,1.1466,A
2003-05-12,1.1597,A
2003-05-13,1.1518,A
2003-05-14,1.1499,A
2003-05-15,1.1458,A
2003-05-16,1.1492,A
2003-05-19,1.1652,A
2003-05-20,1.1644,A
2003-05-21,1.1689,A
2003-05-22,1.172,A
2003-05-23,1.179,A
2003-05-26,1.1813,A
2003-05-27,1.1901,A
2003-05-28,1.1738,A
2003-05-29,1.1756,A
2003-05-30,1.1822,A
2003-06-02,1.1672,A
2003-06-03,1.1723,A
2003-06-04,1.1691,A
2003-06-05,1.1775,A
2003-06-06,1.1813,A
2003-06-09,1.1726,A
2003-06-10,1.1699,A
2003-06-11,1.1748,A
2003-06-12,1.1734,A
2003-06-13,1.1751,A
2003-06-16,1.1854,A
2003-06-17,1.1797,A
2003-06-18,1.1699,A
2003-06-19,1.1655,A
2003-06-20,1.1655,A
2003-06-23,1.1539,A
2003-06-24,1.1565,A
2003-06-25,1.1551,A
2003-06-26,1.1432,A
2003-06-27,1.1413,A
2003-06-30,1.1427,A
2003-07-01,1.1543,A
2003-07-02,1.1535,A
2003-07-03,1.1457,A
2003-07-04,1.1466,A
2003-07-07,1.136,A
2003-07-08,1.1326,A
2003-07-09,1.1355,A
2003-07-10,1.1342,A
2003-07-11,1.1315,A
2003-07-14,1.1299,A
2003-07-15,1.1319,A
2003-07-16,1.1138,A
2003-07-17,1.1231,A
2003-07-18,1.1205,A
2003-07-21,1.1284,A
2003-07-22,1.1343,A
2003-07-23,1.1401,A
2003-07-24,1.1467,A
2003-07-25,1.1477,A
2003-07-28,1.1489,A
2003-07-29,1.1462,A
2003-07-30,1.142,A
2003-07-31,1.1318,A
2003-08-01,1.1169,A
2003-08-04,1.1307,A
2003-08-05,1.1333,A
2003-08-06,1.1392,A
2003-08-07,1.1353,A
2003-08-08,1.1326,A
2003-08-11,1.1295,A
2003-08-12,1.1312,A
2003-08-13,1.1277,A
2003-08-14,1.127,A
2003-08-15,1.1247,A
2003-08-18,1.1188,A
2003-08-19,1.1065,A
2003-08-20,1.1109,A
2003-08-21,1.1009,A
2003-08-22,1.0894,A
2003-08-25,1.0888,A
2003-08-26,1.0816,A
2003-08-27,1.0907,A
2003-08-28,1.0828,A
2003-08-29,1.0927,A
2003-09-01,1.0965,A
2003-09-02,1.0849,A
2003-09-03,1.0783,A
2003-09-04,1.0818,A
2003-09-05,1.0923,A
2003-09-08,1.1071,A
2003-09-09,1.1135,A
2003-09-10,1.1172,A
2003-09-11,1.1217,A
2003-09-12,1.1172,A
2003-09-15,1.1281,A
2003-09-16,1.1235,A
2003-09-17,1.1212,A
2003-09-18,1.129,A
2003-09-19,1.1312,A
2003-09-22,1.1468,A
2003-09-23,1.1464,A
2003-09-24,1.1466,A
2003-09-25,1.1493,A
2003-09-26,1.1487,A
2003-09-29,1.1413,A
2003-09-30,1.1652,A
2003-10-01,1.1671,A
2003-10-02,1.1692,A
2003-10-03,1.1686,A
2003-10-06,1.1579,A
2003-10-07,1.1768,A
2003-10-08,1.1781,A
2003-10-09,1.1788,A
2003-10-10,1.1788,A
2003-10-13,1.1688,A
2003-10-14,1.1634,A
2003-10-15,1.1669,A
2003-10-16,1.1615,A
2003-10-17,1.1579,A
2003-10-20,1.1629,A
2003-10-21,1.1623,A
2003-10-22,1.1694,A
2003-10-23,1.1786,A
2003-10-24,1.1781,A
2003-10-27,1.1748,A
2003-10-28,1.1673,A
2003-10-29,1.1684,A
2003-10-30,1.1736,A
2003-10-31,1.1622,A
2003-11-03,1.1589,A
2003-11-04,1.1468,A
2003-11-05,1.1473,A
2003-11-06,1.1449,A
2003-11-07,1.1424,A
2003-11-10,1.1483,A
2003-11-11,1.1497,A
2003-11-12,1.16,A
2003-11-13,1.168,A
2003-11-14,1.1765,A
2003-11-17,1.1802,A
2003-11-18,1.1778,A
2003-11-19,1.191,A
2003-11-20,1.1909,A
2003-11-21,1.1899,A
2003-11-24,1.1823,A
2003-11-25,1.1766,A
2003-11-26,1.1828,A
2003-11-27,1.1902,A
2003-11-28,1.1994,A
2003-12-01,1.2019,A
2003-12-02,1.1975,A
2003-12-03,1.2102,A
2003-12-04,1.2074,A
2003-12-05,1.2087,A
2003-12-08,1.2218,A
2003-12-09,1.2258,A
2003-12-10,1.2239,A
2003-12-11,1.2187,A
2003-12-12,1.2254,A
2003-12-15,1.223,A
2003-12-16,1.2339,A
2003-12-17,1.2337,A
2003-12-18,1.2403,A
2003-12-19,1.2418,A
2003-12-22,1.2434,A
2003-12-23,1.2392,A
2003-12-24,1.2407,A
2003-12-29,1.2499,A
2003-12-30,1.2496,A
2003-12-31,1.263,A
2004-01-02,1.2592,A
2004-01-05,1.2657,A
2004-01-06,1.2756,A
2004-01-07,1.2679,A
2004-01-08,1.2634,A
2004-01-09,1.2737,A
2004-01-12,1.2828,A
2004-01-13,1.2749,A
2004-01-14,1.2692,A
2004-01-15,1.2635,A
2004-01-16,1.2493,A
2004-01-19,1.2373,A
2004-01-20,1.2536,A
2004-01-21,1.2607,A
2004-01-22,1.271,A
2004-01-23,1.2692,A
2004-01-26,1.2575,A
2004-01-27,1.2517,A
2004-01-28,1.2563,A
2004-01-29,1.2468,A
2004-01-30,1.2384,A
2004-02-02,1.2461,A
2004-02-03,1.2585,A
2004-02-04,1.2524,A
2004-02-05,1.2583,A
2004-02-06,1.2529,A
2004-02-09,1.2713,A
2004-02-10,1.2764,A
2004-02-11,1.268,A
2004-02-12,1.2802,A
2004-02-13,1.2816,A
2004-02-16,1.2741,A
2004-02-17,1.2858,A
2004-02-18,1.2824,A
2004-02-19,1.2724,A
2004-02-20,1.2663,A
2004-02-23,1.2576,A
2004-02-24,1.2595,A
2004-02-25,1.2629,A
2004-02-26,1.2444,A
2004-02-27,1.2418,A
2004-03-01,1.2484,A
2004-03-02,1.2402,A
2004-03-03,1.2143,A
2004-03-04,1.2147,A
2004-03-05,1.2192,A
2004-03-08,1.2356,A
2004-03-09,1.2361,A
2004-03-10,1.2299,A
2004-03-11,1.2256,A
2004-03-12,1.2235,A
2004-03-15,1.2278,A
2004-03-16,1.235,A
2004-03-17,1.2251,A
2004-03-18,1.2261,A
2004-03-19,1.2344,A
2004-03-22,1.2353,A
2004-03-23,1.2276,A
2004-03-24,1.2196,A
2004-03-25,1.2132,A
2004-03-26,1.2173,A
2004-03-29,1.2118,A
2004-03-30,1.2187,A
2004-03-31,1.2224,A
2004-04-01,1.232,A
2004-04-02,1.2318,A
2004-04-05,1.2058,A
2004-04-06,1.209,A
2004-04-07,1.2101,A
2004-04-08,1.2096,A
2004-04-13,1.1975,A
2004-04-14,1.1924,A
2004-04-15,1.1912,A
2004-04-16,1.1932,A
2004-04-19,1.2044,A
2004-04-20,1.1926,A
2004-04-21,1.1836,A
2004-04-22,1.1873,A
2004-04-23,1.1885,A
2004-04-26,1.1851,A
2004-04-27,1.1887,A
2004-04-28,1.1907,A
2004-04-29,1.1826,A
2004-04-30,1.1947,A
2004-05-03,1.1953,A
2004-05-04,1.2061,A
2004-05-05,1.2126,A
2004-05-06,1.2116,A
2004-05-07,1.2073,A
2004-05-10,1.1843,A
2004-05-11,1.1804,A
2004-05-12,1.1857,A
2004-05-13,1.1823,A
2004-05-14,1.1802,A
2004-05-17,1.2023,A
2004-05-18,1.1983,A
2004-05-19,1.1989,A
2004-05-20,1.1922,A
2004-05-21,1.2031,A
2004-05-24,1.1968,A
2004-05-25,1.2063,A
2004-05-26,1.2106,A
2004-05-27,1.2165,A
2004-05-28,1.2246,A
2004-05-31,1.2198,A
2004-06-01,1.2231,A
2004-06-02,1.2276,A
2004-06-03,1.2226,A
2004-06-04,1.2203,A
2004-06-07,1.2319,A
2004-06-08,1.2294,A
2004-06-09,1.2157,A
2004-06-10,1.2052,A
2004-06-11,1.2006,A
2004-06-14,1.2001,A
2004-06-15,1.2051,A
2004-06-16,1.2058,A
2004-06-17,1.2045,A
2004-06-18,1.2042,A
2004-06-21,1.2112,A
2004-06-22,1.2091,A
2004-06-23,1.2087,A
2004-06-24,1.2122,A
2004-06-25,1.2138,A
2004-06-28,1.2208,A
2004-06-29,1.2169,A
2004-06-30,1.2155,A
2004-07-01,1.2168,A
2004-07-02,1.2148,A
2004-07-05,1.2288,A
2004-07-06,1.2309,A
2004-07-07,1.2357,A
2004-07-08,1.2348,A
2004-07-09,1.2372,A
2004-07-12,1.2397,A
2004-07-13,1.2372,A
2004-07-14,1.2381,A
2004-07-15,1.2374,A
2004-07-16,1.2353,A
2004-07-19,1.2412,A
2004-07-20,1.2385,A
2004-07-21,1.2296,A
2004-07-22,1.2268,A
2004-07-23,1.2191,A
2004-07-26,1.2163,A
2004-07-27,1.2168,A
2004-07-28,1.2034,A
2004-07-29,1.2026,A
2004-07-30,1.2039,A
2004-08-02,1.2055,A
2004-08-03,1.2022,A
2004-08-04,1.1983,A
2004-08-05,1.2042,A
2004-08-06,1.2064,A
2004-08-09,1.2247,A
2004-08-10,1.2279,A
2004-08-11,1.2233,A
2004-08-12,1.2256,A
2004-08-13,1.2219,A
2004-08-16,1.2337,A
2004-08-17,1.2338,A
2004-08-18,1.2331,A
2004-08-19,1.2359,A
2004-08-20,1.2293,A
2004-08-23,1.225,A
2004-08-24,1.2139,A
2004-08-25,1.2081,A
2004-08-26,1.21,A
2004-08-27,1.2085,A
2004-08-30,1.2047,A
2004-08-31,1.2111,A
2004-09-01,1.2168,A
2004-09-02,1.2172,A
2004-09-03,1.2175,A
2004-09-06,1.2071,A
2004-09-07,1.2079,A
2004-09-08,1.2039,A
2004-09-09,1.2191,A
2004-09-10,1.2219,A
2004-09-13,1.2236,A
2004-09-14,1.2237,A
2004-09-15,1.2238,A
2004-09-16,1.2158,A
2004-09-17,1.2211,A
2004-09-20,1.2132,A
2004-09-21,1.2276,A
2004-09-22,1.2245,A
2004-09-23,1.2315,A
2004-09-24,1.2309,A
2004-09-27,1.2254,A
2004-09-28,1.2335,A
2004-09-29,1.2323,A
2004-09-30,1.2409,A
2004-10-01,1.2413,A
2004-10-04,1.2305,A
2004-10-05,1.2304,A
2004-10-06,1.2282,A
2004-10-07,1.2301,A
2004-10-08,1.2315,A
2004-10-11,1.2392,A
2004-10-12,1.2312,A
2004-10-13,1.2267,A
2004-10-14,1.2377,A
2004-10-15,1.2414,A
2004-10-18,1.2474,A
2004-10-19,1.2509,A
2004-10-20,1.259,A
2004-10-21,1.2606,A
2004-10-22,1.2606,A
2004-10-25,1.2792,A
2004-10-26,1.2784,A
2004-10-27,1.2792,A
2004-10-28,1.2711,A
2004-10-29,1.2737,A
2004-11-01,1.2748,A
2004-11-02,1.2705,A
2004-11-03,1.2754,A
2004-11-04,1.2874,A
2004-11-05,1.2856,A
2004-11-08,1.2917,A
2004-11-09,1.2911,A
2004-11-10,1.2977,A
2004-11-11,1.289,A
2004-11-12,1.2921,A
2004-11-15,1.2955,A
2004-11-16,1.2971,A
2004-11-17,1.3026,A
2004-11-18,1.3024,A
2004-11-19,1.302,A
2004-11-22,1.3033,A
2004-11-23,1.3089,A
2004-11-24,1.3146,A
2004-11-25,1.3213,A
2004-11-26,1.3238,A
2004-11-29,1.3247,A
2004-11-30,1.3295,A
2004-12-01,1.3294,A
2004-12-02,1.3314,A
2004-12-03,1.33,A
2004-12-06,1.3435,A
2004-12-07,1.3456,A
2004-12-08,1.33,A
2004-12-09,1.3305,A
2004-12-10,1.3191,A
2004-12-13,1.3268,A
2004-12-14,1.3317,A
2004-12-15,1.3383,A
2004-12-16,1.3401,A
2004-12-17,1.3264,A
2004-12-20,1.3378,A
2004-12-21,1.3394,A
2004-12-22,1.3384,A
2004-12-23,1.3456,A
2004-12-24,1.3542,A
2004-12-27,1.3527,A
2004-12-28,1.3633,A
2004-12-29,1.3608,A
2004-12-30,1.3604,A
2004-12-31,1.3621,A
2005-01-03,1.3507,A
2005-01-04,1.3365,A
2005-01-05,1.3224,A
2005-01-06,1.3183,A
2005-01-07,1.32,A
2005-01-10,1.3103,A
2005-01-11,1.3143,A
2005-01-12,1.3139,A
2005-01-13,1.3232,A
2005-01-14,1.3091,A
2005-01-17,1.3085,A
2005-01-18,1.306,A
2005-01-19,1.3083,A
2005-01-20,1.2936,A
2005-01-21,1.2963,A
2005-01-24,1.3065,A
2005-01-25,1.3025,A
2005-01-26,1.3005,A
2005-01-27,1.3026,A
2005-01-28,1.3035,A
2005-01-31,1.3035,A
2005-02-01,1.3027,A
2005-02-02,1.3061,A
2005-02-03,1.3001,A
2005-02-04,1.2958,A
2005-02-07,1.2844,A
2005-02-08,1.2764,A
2005-02-09,1.2762,A
2005-02-10,1.2777,A
2005-02-11,1.2855,A
2005-02-14,1.2967,A
2005-02-15,1.3016,A
2005-02-16,1.304,A
2005-02-17,1.3041,A
2005-02-18,1.3039,A
2005-02-21,1.3055,A
2005-02-22,1.3193,A
2005-02-23,1.3203,A
2005-02-24,1.326,A
2005-02-25,1.3165,A
2005-02-28,1.3257,A
2005-03-01,1.3216,A
2005-03-02,1.3101,A
2005-03-03,1.3144,A
2005-03-04,1.3115,A
2005-03-07,1.3197,A
2005-03-08,1.3246,A
2005-03-09,1.3346,A
2005-03-10,1.3409,A
2005-03-11,1.3416,A
2005-03-14,1.3372,A
2005-03-15,1.3383,A
2005-03-16,1.3373,A
2005-03-17,1.3378,A
2005-03-18,1.3279,A
2005-03-21,1.3199,A
2005-03-22,1.3175,A
2005-03-23,1.305,A
2005-03-24,1.2982,A
2005-03-29,1.2926,A
2005-03-30,1.2943,A
2005-03-31,1.2964,A
2005-04-01,1.2959,A
2005-04-04,1.2883,A
2005-04-05,1.281,A
2005-04-06,1.286,A
2005-04-07,1.2923,A
2005-04-08,1.2819,A
2005-04-11,1.2971,A
2005-04-12,1.2985,A
2005-04-13,1.2922,A
2005-04-14,1.282,A
2005-04-15,1.2868,A
2005-04-18,1.2967,A
2005-04-19,1.2996,A
2005-04-20,1.3049,A
2005-04-21,1.3058,A
2005-04-22,1.3077,A
2005-04-25,1.2966,A
2005-04-26,1.2981,A
2005-04-27,1.292,A
2005-04-28,1.2905,A
2005-04-29,1.2957,A
2005-05-02,1.2863,A
2005-05-03,1.2856,A
2005-05-04,1.2953,A
2005-05-05,1.2954,A
2005-05-06,1.2947,A
2005-05-09,1.2824,A
2005-05-10,1.2854,A
2005-05-11,1.2882,A
2005-05-12,1.2771,A
2005-05-13,1.2635,A
2005-05-16,1.2616,A
2005-05-17,1.2636,A
2005-05-18,1.2621,A
2005-05-19,1.2642,A
2005-05-20,1.2607,A
2005-05-23,1.2548,A
2005-05-24,1.2617,A
2005-05-25,1.2564,A
2005-05-26,1.2523,A
2005-05-27,1.2551,A
2005-05-30,1.2472,A
2005-05-31,1.2331,A
2005-06-01,1.2228,A
2005-06-02,1.2263,A
2005-06-03,1.2289,A
2005-06-06,1.2272,A
2005-06-07,1.2285,A
2005-06-08,1.2324,A
2005-06-09,1.2239,A
2005-06-10,1.2229,A
2005-06-13,1.2062,A
2005-06-14,1.211,A
2005-06-15,1.2069,A
2005-06-16,1.2115,A
2005-06-17,1.2177,A
2005-06-20,1.221,A
2005-06-21,1.2092,A
2005-06-22,1.2111,A
2005-06-23,1.2066,A
2005-06-24,1.2082,A
2005-06-27,1.2164,A
2005-06-28,1.2095,A
2005-06-29,1.2054,A
2005-06-30,1.2092,A
2005-07-01,1.2087,A
2005-07-04,1.1894,A
2005-07-05,1.1883,A
2005-07-06,1.1913,A
2005-07-07,1.1957,A
2005-07-08,1.1904,A
2005-07-11,1.2006,A
2005-07-12,1.2166,A
2005-07-13,1.2184,A
2005-07-14,1.2067,A
2005-07-15,1.2073,A
2005-07-18,1.2054,A
2005-07-19,1.1965,A
2005-07-20,1.2063,A
2005-07-21,1.2187,A
2005-07-22,1.2143,A
2005-07-25,1.2065,A
2005-07-26,1.1987,A
2005-07-27,1.199,A
2005-07-28,1.21,A
2005-07-29,1.2093,A
2005-08-01,1.2219,A
2005-08-02,1.2217,A
2005-08-03,1.2308,A
2005-08-04,1.2319,A
2005-08-05,1.2386,A
2005-08-08,1.237,A
2005-08-09,1.2367,A
2005-08-10,1.2377,A
2005-08-11,1.2405,A
2005-08-12,1.2457,A
2005-08-15,1.2374,A
2005-08-16,1.2313,A
2005-08-17,1.2296,A
2005-08-18,1.2213,A
2005-08-19,1.2183,A
2005-08-22,1.2231,A
2005-08-23,1.2233,A
2005-08-24,1.2211,A
2005-08-25,1.2272,A
2005-08-26,1.2307,A
2005-08-29,1.2289,A
2005-08-30,1.2181,A
2005-08-31,1.2198,A
2005-09-01,1.2388,A
2005-09-02,1.2541,A
2005-09-05,1.2538,A
2005-09-06,1.2483,A
2005-09-07,1.2451,A
2005-09-08,1.2418,A
2005-09-09,1.2415,A
2005-09-12,1.2313,A
2005-09-13,1.2276,A
2005-09-14,1.2314,A
2005-09-15,1.2223,A
2005-09-16,1.2243,A
2005-09-19,1.2139,A
2005-09-20,1.2154,A
2005-09-21,1.2225,A
2005-09-22,1.2224,A
2005-09-23,1.2118,A
2005-09-26,1.2031,A
2005-09-27,1.2005,A
2005-09-28,1.2037,A
2005-09-29,1.2063,A
2005-09-30,1.2042,A
2005-10-03,1.1933,A
2005-10-04,1.1938,A
2005-10-05,1.1947,A
2005-10-06,1.2061,A
2005-10-07,1.2144,A
2005-10-10,1.2088,A
2005-10-11,1.2022,A
2005-10-12,1.2008,A
2005-10-13,1.198,A
2005-10-14,1.1999,A
2005-10-17,1.2022,A
2005-10-18,1.1937,A
2005-10-19,1.195,A
2005-10-20,1.1953,A
2005-10-21,1.2012,A
2005-10-24,1.1944,A
2005-10-25,1.2017,A
2005-10-26,1.2059,A
2005-10-27,1.213,A
2005-10-28,1.2138,A
2005-10-31,1.2023,A
2005-11-01,1.2008,A
2005-11-02,1.1992,A
2005-11-03,1.2041,A
2005-11-04,1.1933,A
2005-11-07,1.1824,A
2005-11-08,1.1741,A
2005-11-09,1.1738,A
2005-11-10,1.1762,A
2005-11-11,1.1697,A
2005-11-14,1.1713,A
2005-11-15,1.1667,A
2005-11-16,1.1677,A
2005-11-17,1.1692,A
2005-11-18,1.1679,A
2005-11-21,1.1811,A
2005-11-22,1.1701,A
2005-11-23,1.1776,A
2005-11-24,1.1783,A
2005-11-25,1.1763,A
2005-11-28,1.1726,A
2005-11-29,1.1793,A
2005-11-30,1.1769,A
2005-12-01,1.1745,A
2005-12-02,1.1697,A
2005-12-05,1.1767,A
2005-12-06,1.1783,A
2005-12-07,1.171,A
2005-12-08,1.1764,A
2005-12-09,1.1785,A
2005-12-12,1.1925,A
2005-12-13,1.1925,A
2005-12-14,1.202,A
2005-12-15,1.1999,A
2005-12-16,1.1983,A
2005-12-19,1.1977,A
2005-12-20,1.1955,A
2005-12-21,1.1872,A
2005-12-22,1.1822,A
2005-12-23,1.1859,A
2005-12-27,1.1852,A
2005-12-28,1.1916,A
2005-12-29,1.1825,A
2005-12-30,1.1797,A
2006-01-02,1.1826,A
2006-01-03,1.1875,A
2006-01-04,1.2083,A
2006-01-05,1.2088,A
2006-01-06,1.2093,A
2006-01-09,1.2078,A
2006-01-10,1.2064,A
2006-01-11,1.2088,A
2006-01-12,1.2113,A
2006-01-13,1.2039,A
2006-01-16,1.2112,A
2006-01-17,1.2075,A
2006-01-18,1.2125,A
2006-01-19,1.2073,A
2006-01-20,1.2068,A
2006-01-23,1.2277,A
2006-01-24,1.2272,A
2006-01-25,1.2294,A
2006-01-26,1.2254,A
2006-01-27,1.2172,A
2006-01-30,1.2082,A
2006-01-31,1.2118,A
2006-02-01,1.2092,A
2006-02-02,1.2066,A
2006-02-03,1.2061,A
2006-02-06,1.1981,A
2006-02-07,1.1973,A
2006-02-08,1.1948,A
2006-02-09,1.1972,A
2006-02-10,1.197,A
2006-02-13,1.1888,A
2006-02-14,1.1898,A
2006-02-15,1.1904,A
2006-02-16,1.1858,A
2006-02-17,1.1863,A
2006-02-20,1.1932,A
2006-02-21,1.1906,A
2006-02-22,1.1875,A
2006-02-23,1.1957,A
2006-02-24,1.1896,A
2006-02-27,1.1852,A
2006-02-28,1.1875,A
2006-03-01,1.1954,A
2006-03-02,1.1921,A
2006-03-03,1.202,A
2006-03-06,1.2017,A
2006-03-07,1.1913,A
2006-03-08,1.1914,A
2006-03-09,1.192,A
2006-03-10,1.1919,A
2006-03-13,1.1922,A
2006-03-14,1.1948,A
2006-03-15,1.2026,A
2006-03-16,1.2069,A
2006-03-17,1.2185,A
2006-03-20,1.2174,A
2006-03-21,1.2144,A
2006-03-22,1.2069,A
2006-03-23,1.2055,A
2006-03-24,1.1969,A
2006-03-27,1.2025,A
2006-03-28,1.2084,A
2006-03-29,1.2012,A
2006-03-30,1.2096,A
2006-03-31,1.2104,A
2006-04-03,1.2063,A
2006-04-04,1.2217,A
2006-04-05,1.2262,A
2006-04-06,1.2312,A
2006-04-07,1.2179,A
2006-04-10,1.2099,A
2006-04-11,1.2105,A
2006-04-12,1.2125,A
2006-04-13,1.2094,A
2006-04-18,1.2252,A
2006-04-19,1.2346,A
2006-04-20,1.2346,A
2006-04-21,1.2315,A
2006-04-24,1.2365,A
2006-04-25,1.2425,A
2006-04-26,1.2425,A
2006-04-27,1.2414,A
2006-04-28,1.2537,A
2006-05-02,1.2643,A
2006-05-03,1.2622,A
2006-05-04,1.2592,A
2006-05-05,1.2688,A
2006-05-08,1.2756,A
2006-05-09,1.2697,A
2006-05-10,1.2779,A
2006-05-11,1.2716,A
2006-05-12,1.2914,A
2006-05-15,1.2826,A
2006-05-16,1.2817,A
2006-05-17,1.2882,A
2006-05-18,1.277,A
2006-05-19,1.2767,A
2006-05-22,1.2753,A
2006-05-23,1.2841,A
2006-05-24,1.2851,A
2006-05-25,1.2755,A
2006-05-26,1.2797,A
2006-05-29,1.2758,A
2006-05-30,1.2839,A
2006-05-31,1.2868,A
2006-06-01,1.2736,A
2006-06-02,1.2815,A
2006-06-05,1.2958,A
2006-06-06,1.2847,A
2006-06-07,1.2789,A
2006-06-08,1.2735,A
2006-06-09,1.2659,A
2006-06-12,1.2572,A
2006-06-13,1.2571,A
2006-06-14,1.2563,A
2006-06-15,1.261,A
2006-06-16,1.2651,A
2006-06-19,1.2591,A
2006-06-20,1.2546,A
2006-06-21,1.2632,A
2006-06-22,1.2582,A
2006-06-23,1.2502,A
2006-06-26,1.2561,A
2006-06-27,1.2567,A
2006-06-28,1.257,A
2006-06-29,1.2529,A
2006-06-30,1.2713,A
2006-07-03,1.279,A
2006-07-04,1.2791,A
2006-07-05,1.2794,A
2006-07-06,1.2735,A
2006-07-07,1.2778,A
2006-07-10,1.2752,A
2006-07-11,1.2736,A
2006-07-12,1.2722,A
2006-07-13,1.2692,A
2006-07-14,1.2666,A
2006-07-17,1.2541,A
2006-07-18,1.2531,A
2006-07-19,1.2482,A
2006-07-20,1.2643,A
2006-07-21,1.268,A
2006-07-24,1.2633,A
2006-07-25,1.2636,A
2006-07-26,1.2587,A
2006-07-27,1.2737,A
2006-07-28,1.2664,A
2006-07-31,1.2767,A
2006-08-01,1.2759,A
2006-08-02,1.2798,A
2006-08-03,1.2781,A
2006-08-04,1.2792,A
2006-08-07,1.285,A
2006-08-08,1.2839,A
2006-08-09,1.2879,A
2006-08-10,1.2857,A
2006-08-11,1.2775,A
2006-08-14,1.2718,A
2006-08-15,1.2725,A
2006-08-16,1.2793,A
2006-08-17,1.2879,A
2006-08-18,1.2802,A
2006-08-21,1.2919,A
2006-08-22,1.2812,A
2006-08-23,1.2812,A
2006-08-24,1.2831,A
2006-08-25,1.2762,A
2006-08-28,1.28,A
2006-08-29,1.2808,A
2006-08-30,1.2818,A
2006-08-31,1.2851,A
2006-09-01,1.2817,A
2006-09-04,1.2852,A
2006-09-05,1.281,A
2006-09-06,1.2793,A
2006-09-07,1.2731,A
2006-09-08,1.2713,A
2006-09-11,1.2713,A
2006-09-12,1.2709,A
2006-09-13,1.2677,A
2006-09-14,1.2723,A
2006-09-15,1.2675,A
2006-09-18,1.2665,A
2006-09-19,1.2654,A
2006-09-20,1.2676,A
2006-09-21,1.2731,A
2006-09-22,1.2817,A
2006-09-25,1.2768,A
2006-09-26,1.2695,A
2006-09-27,1.2684,A
2006-09-28,1.2713,A
2006-09-29,1.266,A
2006-10-02,1.2685,A
2006-10-03,1.2737,A
2006-10-04,1.2684,A
2006-10-05,1.2721,A
2006-10-06,1.2664,A
2006-10-09,1.2603,A
2006-10-10,1.2538,A
2006-10-11,1.2543,A
2006-10-12,1.2531,A
2006-10-13,1.255,A
2006-10-16,1.2515,A
2006-10-17,1.2524,A
2006-10-18,1.2543,A
2006-10-19,1.2561,A
2006-10-20,1.2618,A
2006-10-23,1.2556,A
2006-10-24,1.2541,A
2006-10-25,1.258,A
2006-10-26,1.2653,A
2006-10-27,1.2683,A
2006-10-30,1.2717,A
2006-10-31,1.2696,A
2006-11-01,1.2757,A
